Iter Time Y(1) Y(2) 
930 931 23.000000 140.000000 
931 932 24.000000 130.000000 
932 933 24.000000 124.000000 
933 934 25.000000 122.000000 
934 935 26.000000 114.000000 
935 936 27.000000 104.000000 
936 937 29.000000 96.000000 
937 938 30.000000 95.000000 
938 939 27.000000 93.000000 
939 940 26.000000 87.000000 
940 941 31.000000 82.000000 
941 942 33.000000 76.000000 
942 943 37.000000 74.000000 
943 944 40.000000 71.000000 
944 945 40.000000 68.000000 
945 946 42.000000 64.000000 
946 947 44.000000 60.000000 
947 948 49.000000 58.000000 
948 949 53.000000 52.000000 
949 950 61.000000 52.000000 
950 951 61.000000 54.000000 
951 952 65.000000 51.000000 
952 953 72.000000 49.000000 
953 954 75.000000 48.000000 
954 955 79.000000 48.000000 
955 956 88.000000 46.000000 
956 957 97.000000 47.000000 
957 958 100.000000 47.000000 
958 959 105.000000 43.000000 
959 960 120.000000 42.000000 
960 961 122.000000 44.000000 
961 962 134.000000 44.000000 
962 963 139.000000 49.000000 
963 964 149.000000 47.000000 
964 965 160.000000 51.000000 
965 966 175.000000 50.000000 
966 967 183.000000 55.000000 
967 968 195.000000 60.000000 
968 969 206.000000 65.000000 
969 970 217.000000 71.000000 
970 971 228.000000 72.000000 
971 972 246.000000 74.000000 
972 973 261.000000 84.000000 
973 974 266.000000 92.000000 
974 975 293.000000 96.000000 
975 976 323.000000 93.000000 
976 977 341.000000 101.000000 
977 978 377.000000 108.000000 
978 979 386.000000 126.000000 
979 980 420.000000 140.000000 
980 981 420.000000 171.000000 
981 982 421.000000 209.000000 
982 983 419.000000 244.000000 
983 984 410.000000 268.000000 
984 985 387.000000 308.000000 
985 986 373.000000 343.000000 
986 987 343.000000 395.000000 
987 988 321.000000 430.000000 
988 989 284.000000 469.000000 
989 990 255.000000 492.000000 
990 991 223.000000 524.000000 
991 992 179.000000 546.000000 
992 993 156.000000 546.000000 
993 994 128.000000 555.000000 
994 995 108.000000 547.000000 
995 996 95.000000 530.000000 
996 997 87.000000 518.000000 
997 998 79.000000 509.000000 
998 999 60.000000 500.000000 
999 1000 63.000000 475.000000 
1000 1001 52.000000 454.000000 
1001 1002 45.000000 424.000000 
1002 1003 40.000000 403.000000 
1003 1004 41.000000 379.000000 
1004 1005 40.000000 358.000000 
1005 1006 38.000000 333.000000 
1006 1007 40.000000 322.000000 
1007 1008 39.000000 308.000000 
1008 1009 39.000000 297.000000 
1009 1010 38.000000 288.000000 
1010 1011 36.000000 275.000000 
1011 1012 36.000000 263.000000 
1012 1013 31.000000 256.000000 
1013 1014 31.000000 243.000000 
1014 1015 32.000000 228.000000 
1015 1016 27.000000 221.000000 
1016 1017 25.000000 210.000000 
1017 1018 26.000000 202.000000 
1018 1019 24.000000 193.000000 
1019 1020 24.000000 181.000000 
1020 1021 25.000000 166.000000 
1021 1022 24.000000 154.000000 
1022 1023 27.000000 143.000000 
1023 1024 27.000000 139.000000 
1024 1025 29.000000 133.000000 
1025 1026 32.000000 122.000000 
1026 1027 37.000000 113.000000 
1027 1028 38.000000 111.000000 
1028 1029 40.000000 105.000000 
1029 1030 43.000000 96.000000 
1030 1031 44.000000 95.000000 
1031 1032 45.000000 93.000000 
1032 1033 49.000000 90.000000 
1033 1034 48.000000 89.000000 
1034 1035 50.000000 84.000000 
1035 1036 54.000000 82.000000 
1036 1037 56.000000 78.000000 
1037 1038 62.000000 75.000000 
1038 1039 65.000000 74.000000 
1039 1040 69.000000 68.000000 
1040 1041 68.000000 70.000000 
1041 1042 74.000000 71.000000 
1042 1043 78.000000 69.000000 
1043 1044 84.000000 69.000000 
1044 1045 92.000000 69.000000 
1045 1046 102.000000 65.000000 
1046 1047 107.000000 64.000000 
1047 1048 115.000000 61.000000 
1048 1049 124.000000 60.000000 
1049 1050 142.000000 57.000000 
1050 1051 150.000000 57.000000 
1051 1052 164.000000 58.000000 
1052 1053 170.000000 57.000000 
1053 1054 180.000000 57.000000 
1054 1055 194.000000 57.000000 
1055 1056 209.000000 58.000000 
1056 1057 235.000000 58.000000 
1057 1058 260.000000 61.000000 
1058 1059 288.000000 61.000000 
1059 1060 309.000000 70.000000 
1060 1061 342.000000 82.000000 
1061 1062 364.000000 83.000000 
1062 1063 376.000000 104.000000 
1063 1064 395.000000 124.000000 
1064 1065 426.000000 141.000000 
1065 1066 428.000000 174.000000 
1066 1067 443.000000 200.000000 
1067 1068 437.000000 231.000000 
1068 1069 416.000000 274.000000 
1069 1070 418.000000 313.000000 
1070 1071 389.000000 356.000000 
1071 1072 351.000000 414.000000 
1072 1073 300.000000 458.000000 
1073 1074 281.000000 497.000000 
1074 1075 232.000000 549.000000 
1075 1076 191.000000 577.000000 
1076 1077 151.000000 587.000000 
1077 1078 115.000000 586.000000 
1078 1079 102.000000 588.000000 
1079 1080 85.000000 575.000000 
1080 1081 76.000000 559.000000 
1081 1082 58.000000 564.000000 
1082 1083 43.000000 554.000000 
1083 1084 36.000000 525.000000 
1084 1085 23.000000 517.000000 
1085 1086 18.000000 489.000000 
1086 1087 16.000000 466.000000 
1087 1088 14.000000 439.000000 
1088 1089 15.000000 410.000000 
1089 1090 12.000000 389.000000 
1090 1091 11.000000 366.000000 
1091 1092 10.000000 338.000000 
1092 1093 8.000000 318.000000 
1093 1094 8.000000 308.000000 
1094 1095 7.000000 300.000000 
1095 1096 6.000000 287.000000 
1096 1097 6.000000 269.000000 
1097 1098 6.000000 256.000000 
1098 1099 5.000000 244.000000 
1099 1100 5.000000 228.000000 
1100 1101 3.000000 222.000000 
1101 1102 4.000000 211.000000 
1102 1103 4.000000 198.000000 
1103 1104 4.000000 189.000000 
1104 1105 4.000000 172.000000 
1105 1106 4.000000 161.000000 
1106 1107 4.000000 151.000000 
1107 1108 5.000000 147.000000 
1108 1109 5.000000 141.000000 
1109 1110 5.000000 130.000000 
1110 1111 6.000000 124.000000 
1111 1112 7.000000 118.000000 
1112 1113 7.000000 113.000000 
1113 1114 6.000000 109.000000 
1114 1115 6.000000 99.000000 
1115 1116 6.000000 93.000000 
1116 1117 5.000000 87.000000 
1117 1118 7.000000 81.000000 
1118 1119 9.000000 77.000000 
1119 1120 9.000000 74.000000 
1120 1121 10.000000 71.000000 
1121 1122 11.000000 67.000000 
1122 1123 10.000000 66.000000 
1123 1124 10.000000 62.000000 
1124 1125 12.000000 57.000000 
1125 1126 11.000000 57.000000 
1126 1127 11.000000 54.000000 
1127 1128 14.000000 49.000000 
1128 1129 15.000000 46.000000 
1129 1130 16.000000 42.000000 
1130 1131 17.000000 38.000000 
1131 1132 18.000000 36.000000 
1132 1133 19.000000 34.000000 
1133 1134 23.000000 31.000000 
1134 1135 24.000000 29.000000 
1135 1136 24.000000 28.000000 
1136 1137 23.000000 29.000000 
1137 1138 28.000000 28.000000 
1138 1139 31.000000 26.000000 
1139 1140 32.000000 26.000000 
1140 1141 34.000000 21.000000 
1141 1142 37.000000 19.000000 
1142 1143 45.000000 18.000000 
1143 1144 48.000000 16.000000 
1144 1145 52.000000 15.000000 
1145 1146 56.000000 16.000000 
1146 1147 60.000000 15.000000 
1147 1148 68.000000 14.000000 
1148 1149 77.000000 15.000000 
1149 1150 86.000000 16.000000 
1150 1151 96.000000 16.000000 
1151 1152 105.000000 14.000000 
1152 1153 120.000000 14.000000 
1153 1154 129.000000 15.000000 
1154 1155 142.000000 15.000000 
1155 1156 152.000000 14.000000 
1156 1157 165.000000 13.000000 
1157 1158 183.000000 15.000000 
1158 1159 195.000000 14.000000 
1159 1160 217.000000 13.000000 
1160 1161 239.000000 12.000000 
1161 1162 270.000000 12.000000 
1162 1163 295.000000 16.000000 
1163 1164 332.000000 17.000000 
1164 1165 378.000000 18.000000 
1165 1166 423.000000 23.000000 
1166 1167 467.000000 19.000000 
1167 1168 517.000000 22.000000 
1168 1169 551.000000 33.000000 
1169 1170 596.000000 42.000000 
1170 1171 639.000000 51.000000 
1171 1172 708.000000 55.000000 
1172 1173 751.000000 72.000000 
1173 1174 788.000000 100.000000 
1174 1175 829.000000 145.000000 
1175 1176 841.000000 199.000000 
1176 1177 835.000000 269.000000 
1177 1178 789.000000 384.000000 
1178 1179 674.000000 536.000000 
1179 1180 538.000000 697.000000 
1180 1181 414.000000 816.000000 
1181 1182 316.000000 894.000000 
1182 1183 218.000000 954.000000 
1183 1184 143.000000 998.000000 
1184 1185 104.000000 994.000000 
1185 1186 75.000000 967.000000 
1186 1187 61.000000 929.000000 
1187 1188 47.000000 890.000000 
1188 1189 36.000000 851.000000 
1189 1190 29.000000 809.000000 
1190 1191 25.000000 771.000000 
1191 1192 22.000000 731.000000 
1192 1193 18.000000 694.000000 
1193 1194 15.000000 659.000000 
1194 1195 13.000000 627.000000 
1195 1196 11.000000 593.000000 
1196 1197 9.000000 558.000000 
1197 1198 7.000000 532.000000 
1198 1199 6.000000 509.000000 
1199 1200 4.000000 493.000000 
1200 1201 3.000000 478.000000 
1201 1202 2.000000 461.000000 
1202 1203 1.000000 436.000000 
1203 1204 1.000000 413.000000 
1204 1205 1.000000 386.000000 
1205 1206 1.000000 364.000000 
1206 1207 1.000000 349.000000 
1207 1208 1.000000 329.000000 
1208 1209 1.000000 315.000000 
1209 1210 1.000000 296.000000 
1210 1211 1.000000 278.000000 
1211 1212 1.000000 261.000000 
1212 1213 1.000000 248.000000 
1213 1214 2.000000 232.000000 
1214 1215 2.000000 220.000000 
1215 1216 2.000000 210.000000 
1216 1217 3.000000 199.000000 
1217 1218 3.000000 186.000000 
1218 1219 4.000000 179.000000 
1219 1220 4.000000 168.000000 
1220 1221 4.000000 160.000000 
1221 1222 4.000000 148.000000 
1222 1223 3.000000 139.000000 
1223 1224 5.000000 131.000000 
1224 1225 7.000000 121.000000 
1225 1226 8.000000 111.000000 
1226 1227 8.000000 102.000000 
1227 1228 10.000000 94.000000 
1228 1229 10.000000 90.000000 
1229 1230 9.000000 88.000000 
1230 1231 10.000000 84.000000 
1231 1232 10.000000 81.000000 
1232 1233 10.000000 74.000000 
1233 1234 11.000000 72.000000 
1234 1235 13.000000 66.000000 
1235 1236 17.000000 63.000000 
1236 1237 18.000000 61.000000 
1237 1238 18.000000 59.000000 
1238 1239 18.000000 56.000000 
1239 1240 19.000000 53.000000 
1240 1241 21.000000 48.000000 
1241 1242 26.000000 47.000000 
1242 1243 27.000000 45.000000 
1243 1244 31.000000 47.000000 
1244 1245 32.000000 47.000000 
1245 1246 33.000000 46.000000 
1246 1247 41.000000 44.000000 
1247 1248 42.000000 42.000000 
1248 1249 47.000000 42.000000 
1249 1250 50.000000 42.000000 
1250 1251 54.000000 43.000000 
1251 1252 60.000000 42.000000 
1252 1253 66.000000 39.000000 
1253 1254 78.000000 38.000000 
1254 1255 85.000000 36.000000 
1255 1256 96.000000 35.000000 
1256 1257 106.000000 36.000000 
1257 1258 114.000000 35.000000 
1258 1259 122.000000 34.000000 
1259 1260 132.000000 37.000000 
1260 1261 142.000000 41.000000 
1261 1262 155.000000 44.000000 
1262 1263 165.000000 46.000000 
1263 1264 180.000000 45.000000 
1264 1265 192.000000 46.000000 
1265 1266 210.000000 45.000000 
1266 1267 219.000000 51.000000 
1267 1268 240.000000 51.000000 
1268 1269 250.000000 54.000000 
1269 1270 266.000000 56.000000 
1270 1271 285.000000 57.000000 
1271 1272 311.000000 63.000000 
1272 1273 337.000000 61.000000 
1273 1274 359.000000 76.000000 
1274 1275 371.000000 92.000000 
1275 1276 384.000000 106.000000 
1276 1277 393.000000 123.000000 
1277 1278 414.000000 134.000000 
1278 1279 427.000000 150.000000 
1279 1280 429.000000 189.000000 
1280 1281 434.000000 216.000000 
1281 1282 401.000000 279.000000 
1282 1283 389.000000 303.000000 
1283 1284 375.000000 334.000000 
1284 1285 351.000000 373.000000 
1285 1286 306.000000 417.000000 
1286 1287 261.000000 462.000000 
1287 1288 237.000000 481.000000 
1288 1289 202.000000 501.000000 
1289 1290 173.000000 513.000000 
1290 1291 144.000000 528.000000 
1291 1292 120.000000 533.000000 
1292 1293 109.000000 515.000000 
1293 1294 86.000000 525.000000 
1294 1295 73.000000 508.000000 
1295 1296 68.000000 493.000000 
1296 1297 50.000000 480.000000 
1297 1298 46.000000 455.000000 
1298 1299 54.000000 430.000000 
1299 1300 47.000000 430.000000 
1300 1301 40.000000 416.000000 
1301 1302 37.000000 403.000000 
1302 1303 35.000000 389.000000 
1303 1304 35.000000 370.000000 
1304 1305 37.000000 354.000000 
1305 1306 32.000000 340.000000 
1306 1307 29.000000 325.000000 
1307 1308 28.000000 307.000000 
1308 1309 27.000000 287.000000 
1309 1310 26.000000 272.000000 
1310 1311 25.000000 262.000000 
1311 1312 27.000000 249.000000 
1312 1313 30.000000 238.000000 
1313 1314 26.000000 228.000000 
1314 1315 21.000000 224.000000 
1315 1316 22.000000 215.000000 
1316 1317 20.000000 208.000000 
1317 1318 23.000000 199.000000 
1318 1319 20.000000 190.000000 
1319 1320 21.000000 182.000000 
1320 1321 21.000000 178.000000 
1321 1322 20.000000 170.000000 
1322 1323 22.000000 163.000000 
1323 1324 22.000000 156.000000 
1324 1325 24.000000 147.000000 
1325 1326 24.000000 141.000000 
1326 1327 23.000000 139.000000 
1327 1328 25.000000 137.000000 
1328 1329 23.000000 134.000000 
1329 1330 25.000000 127.000000 
1330 1331 27.000000 123.000000 
1331 1332 30.000000 114.000000 
1332 1333 32.000000 107.000000 
1333 1334 34.000000 102.000000 
1334 1335 38.000000 95.000000 
1335 1336 39.000000 91.000000 
1336 1337 40.000000 86.000000 
1337 1338 43.000000 85.000000 
1338 1339 48.000000 77.000000 
1339 1340 49.000000 76.000000 
1340 1341 48.000000 74.000000 
1341 1342 54.000000 73.000000 
1342 1343 64.000000 70.000000 
1343 1344 67.000000 66.000000 
1344 1345 74.000000 65.000000 
1345 1346 73.000000 62.000000 
1346 1347 76.000000 59.000000 
1347 1348 82.000000 60.000000 
1348 1349 88.000000 61.000000 
1349 1350 99.000000 59.000000 
1350 1351 102.000000 60.000000 
1351 1352 106.000000 60.000000 
1352 1353 112.000000 57.000000 
1353 1354 121.000000 58.000000 
1354 1355 142.000000 52.000000 
1355 1356 149.000000 53.000000 
1356 1357 161.000000 57.000000 
1357 1358 168.000000 60.000000 
1358 1359 181.000000 62.000000 
1359 1360 199.000000 69.000000 
1360 1361 210.000000 69.000000 
1361 1362 236.000000 69.000000 
1362 1363 264.000000 70.000000 
1363 1364 288.000000 70.000000 
1364 1365 309.000000 78.000000 
1365 1366 324.000000 91.000000 
1366 1367 339.000000 105.000000 
1367 1368 359.000000 119.000000 
1368 1369 370.000000 137.000000 
1369 1370 372.000000 152.000000 
1370 1371 381.000000 166.000000 
1371 1372 377.000000 189.000000 
1372 1373 376.000000 210.000000 
1373 1374 369.000000 249.000000 
1374 1375 349.000000 287.000000 
1375 1376 324.000000 327.000000 
1376 1377 302.000000 351.000000 
1377 1378 285.000000 389.000000 
1378 1379 258.000000 408.000000 
1379 1380 243.000000 430.000000 
1380 1381 217.000000 464.000000 
1381 1382 177.000000 481.000000 
1382 1383 157.000000 503.000000 
1383 1384 132.000000 519.000000 
1384 1385 112.000000 517.000000 
1385 1386 103.000000 508.000000 
1386 1387 92.000000 505.000000 
1387 1388 77.000000 506.000000 
1388 1389 69.000000 494.000000 
1389 1390 57.000000 480.000000 
1390 1391 42.000000 478.000000 
1391 1392 29.000000 470.000000 
1392 1393 22.000000 456.000000 
1393 1394 22.000000 428.000000 
1394 1395 19.000000 412.000000 
1395 1396 17.000000 392.000000 
1396 1397 16.000000 371.000000 
1397 1398 14.000000 359.000000 
1398 1399 11.000000 341.000000 
1399 1400 11.000000 331.000000 
1400 1401 13.000000 309.000000 
1401 1402 11.000000 292.000000 
1402 1403 10.000000 279.000000 
1403 1404 7.000000 260.000000 
1404 1405 6.000000 239.000000 
1405 1406 8.000000 228.000000 
1406 1407 6.000000 221.000000 
1407 1408 8.000000 208.000000 
1408 1409 8.000000 188.000000 
1409 1410 9.000000 172.000000 
1410 1411 9.000000 160.000000 
1411 1412 10.000000 154.000000 
1412 1413 11.000000 145.000000 
1413 1414 9.000000 136.000000 
1414 1415 7.000000 130.000000 
1415 1416 6.000000 120.000000 
1416 1417 5.000000 113.000000 
1417 1418 5.000000 107.000000 
1418 1419 5.000000 98.000000 
1419 1420 3.000000 92.000000 
1420 1421 3.000000 86.000000 
1421 1422 3.000000 83.000000 
1422 1423 3.000000 76.000000 
1423 1424 4.000000 70.000000 
1424 1425 4.000000 63.000000 
1425 1426 3.000000 61.000000 
1426 1427 4.000000 54.000000 
1427 1428 5.000000 50.000000 
1428 1429 6.000000 47.000000 
1429 1430 5.000000 48.000000 
1430 1431 5.000000 45.000000 
1431 1432 5.000000 42.000000 
1432 1433 5.000000 40.000000 
1433 1434 5.000000 36.000000 
1434 1435 6.000000 35.000000 
1435 1436 6.000000 34.000000 
1436 1437 7.000000 33.000000 
1437 1438 7.000000 31.000000 
1438 1439 7.000000 30.000000 
1439 1440 7.000000 28.000000 
1440 1441 7.000000 27.000000 
1441 1442 8.000000 25.000000 
1442 1443 9.000000 24.000000 
1443 1444 10.000000 24.000000 
1444 1445 11.000000 24.000000 
1445 1446 11.000000 22.000000 
1446 1447 14.000000 20.000000 
1447 1448 17.000000 19.000000 
1448 1449 17.000000 18.000000 
1449 1450 18.000000 18.000000 
1450 1451 21.000000 17.000000 
1451 1452 21.000000 16.000000 
1452 1453 23.000000 14.000000 
1453 1454 26.000000 13.000000 
1454 1455 30.000000 13.000000 
1455 1456 31.000000 13.000000 
1456 1457 35.000000 12.000000 
1457 1458 37.000000 13.000000 
1458 1459 40.000000 13.000000 
1459 1460 44.000000 13.000000 
1460 1461 48.000000 13.000000 
1461 1462 52.000000 14.000000 
1462 1463 58.000000 15.000000 
1463 1464 60.000000 19.000000 
1464 1465 69.000000 19.000000 
1465 1466 72.000000 25.000000 
1466 1467 80.000000 24.000000 
1467 1468 85.000000 24.000000 
1468 1469 89.000000 25.000000 
1469 1470 101.000000 23.000000 
1470 1471 116.000000 22.000000 
1471 1472 128.000000 20.000000 
1472 1473 141.000000 21.000000 
1473 1474 146.000000 21.000000 
1474 1475 163.000000 19.000000 
1475 1476 181.000000 20.000000 
1476 1477 195.000000 21.000000 
1477 1478 214.000000 18.000000 
1478 1479 233.000000 17.000000 
1479 1480 250.000000 15.000000 
1480 1481 278.000000 16.000000 
1481 1482 301.000000 20.000000 
1482 1483 337.000000 20.000000 
1483 1484 364.000000 25.000000 
1484 1485 387.000000 26.000000 
1485 1486 421.000000 28.000000 
1486 1487 469.000000 35.000000 
1487 1488 516.000000 45.000000 
1488 1489 558.000000 50.000000 
1489 1490 603.000000 59.000000 
1490 1491 666.000000 75.000000 
1491 1492 707.000000 100.000000 
1492 1493 721.000000 137.000000 
1493 1494 736.000000 193.000000 
1494 1495 711.000000 270.000000 
1495 1496 661.000000 368.000000 
1496 1497 583.000000 485.000000 
1497 1498 486.000000 600.000000 
1498 1499 391.000000 711.000000 
1499 1500 329.000000 782.000000 
1500 1501 219.000000 861.000000 
1501 1502 157.000000 885.000000 
1502 1503 96.000000 890.000000 
1503 1504 76.000000 881.000000 
1504 1505 58.000000 844.000000 
1505 1506 47.000000 808.000000 
1506 1507 37.000000 784.000000 
1507 1508 26.000000 746.000000 
1508 1509 21.000000 719.000000 
1509 1510 17.000000 668.000000 
1510 1511 18.000000 632.000000 
1511 1512 17.000000 608.000000 
1512 1513 14.000000 573.000000 
1513 1514 12.000000 538.000000 
1514 1515 8.000000 509.000000 
1515 1516 6.000000 480.000000 
1516 1517 5.000000 456.000000 
1517 1518 7.000000 436.000000 
1518 1519 8.000000 423.000000 
1519 1520 6.000000 403.000000 
1520 1521 6.000000 375.000000 
1521 1522 4.000000 352.000000 
1522 1523 2.000000 336.000000 
1523 1524 1.000000 325.000000 
1524 1525 1.000000 308.000000 
1525 1526 0.000000 295.000000 
1526 1527 0.000000 276.000000 
1527 1528 0.000000 255.000000 
1528 1529 0.000000 242.000000 
1529 1530 0.000000 232.000000 
1530 1531 0.000000 217.000000 
1531 1532 0.000000 201.000000 
1532 1533 0.000000 188.000000 
1533 1534 0.000000 177.000000 
1534 1535 0.000000 161.000000 
1535 1536 0.000000 155.000000 
1536 1537 0.000000 143.000000 
1537 1538 0.000000 133.000000 
1538 1539 0.000000 121.000000 
1539 1540 0.000000 116.000000 
1540 1541 0.000000 108.000000 
1541 1542 0.000000 100.000000 
1542 1543 0.000000 96.000000 
1543 1544 0.000000 89.000000 
1544 1545 0.000000 83.000000 
1545 1546 0.000000 81.000000 
1546 1547 0.000000 77.000000 
1547 1548 0.000000 69.000000 
1548 1549 0.000000 66.000000 
1549 1550 0.000000 62.000000 
1550 1551 0.000000 56.000000 
1551 1552 0.000000 52.000000 
1552 1553 0.000000 47.000000 
1553 1554 0.000000 44.000000 
1554 1555 0.000000 43.000000 
1555 1556 0.000000 42.000000 
1556 1557 0.000000 41.000000 
1557 1558 0.000000 38.000000 
1558 1559 0.000000 36.000000 
1559 1560 0.000000 34.000000 
1560 1561 0.000000 31.000000 
1561 1562 0.000000 29.000000 
1562 1563 0.000000 28.000000 
1563 1564 0.000000 27.000000 
1564 1565 0.000000 26.000000 
1565 1566 0.000000 25.000000 
1566 1567 0.000000 23.000000 
1567 1568 0.000000 22.000000 
1568 1569 0.000000 21.000000 
1569 1570 0.000000 19.000000 
1570 1571 0.000000 18.000000 
1571 1572 0.000000 17.000000 
1572 1573 0.000000 15.000000 
1573 1574 0.000000 14.000000 
1574 1575 0.000000 13.000000 
1575 1576 0.000000 12.000000 
1576 1577 0.000000 11.000000 
1577 1578 0.000000 10.000000 
1578 1579 0.000000 9.000000 
1579 1580 0.000000 8.000000 
1580 1581 0.000000 7.000000 
